SightingID,ReserveName,SpeciesCommonName,SightingDate
2890,Kasigluk,Song Sparrow,11/29/2021
2891,Kasigluk,Lark Sparrow,6/27/2011
2892,Bois Forte Band,Western Meadowlark,4/19/2017
2893,Big Sandy Rancheria,Red-eyed Vireo,7/31/2009
2894,Nankipooh,Western Meadowlark,6/1/2011
2895,Aripo ,Yellow-eyed Junco,2/15/2024
2896,Mayaro,Rusty Blackbird,9/8/2009
2897,Nankipooh,Pacific Wren,7/6/2018
2898,Bishop Paiute,Scarlet Tanager,10/17/2010
2899,Carapichaima,Dark-eyed Junco,7/27/2015
2900,Toccoa,Song Sparrow,2/7/2013
2901,Upatoi,Cave Swallow,8/8/2010
2902,Kaw,Gray Flycatcher,9/17/2020
2903,Mucurapo,Willow Flycatcher,4/5/2020
2904,Paria,Mountain Chickadee,10/9/2012
2905,Beaver Village,Swamp Sparrow,8/25/2023
2906,Bad River,Cliff Swallow,3/4/2023
2907,Kaw,Clay-colored Sparrow,11/19/2013
2908,Cataula,Rusty Blackbird,9/24/2023
2909,Birch Creek,Morelet's Seedeater,12/16/2017
2910,Kalispell,Cave Swallow,5/31/2013
2911,Chaguanas,Rusty Blackbird,7/3/2023
2912,Dahlonega,California Gnatcatcher,2/20/2013
2913,Kaw,Orange-crowned Warbler,3/1/2011
2914,Caroni,Pygmy Nuthatch,7/27/2023
2915,Acoma Pueblo,Purple Martin,8/1/2012
2916,Kasigluk,Pine Siskin,4/11/2024
2917,Mayaro,Hooded Warbler,1/17/2008
2918,Karuk,Scott's Oriole,8/27/2023
2919,Beaver Village,Curve-billed Thrasher,9/26/2009
2920,Bad River,Black-headed Grosbeak,1/7/2009
2921,Arouca,Chestnut-sided Warbler,3/28/2012
2922,Kalispell,Kentucky Warbler,10/11/2012
2923,Carapichaima,Smooth-billed Ani,9/6/2014
2924,Brotherton,Hermit Thrush,7/23/2011
2925,Paria,Red-faced Warbler,8/26/2010
2926,Toccoa,Willow Flycatcher,11/3/2020
2927,Tacarigua,Gray Catbird,7/11/2021
2928,Toccoa,Red Crossbill,10/14/2015
2929,Anvik Village,Pine Warbler,2/18/2015
2930,Mayaro,European Starling,9/3/2017
2931,Arima,Varied Thrush,12/3/2022
2932,Bishop Paiute,Yellow-throated Warbler,10/3/2023
2933,Brotherton,Allen's Hummingbird,3/24/2014
2934,Bishop Paiute,Red-eyed Vireo,4/5/2011
2935,Blackfeet,Bicknell's Thrush,5/5/2017
2936,Mucurapo,Violet-green Swallow,1/7/2009
2937,Blackfeet,Pyrrhuloxia,5/30/2017
2938,Aripo ,Sagebrush Sparrow,3/17/2013
2939,Ochillie,Chestnut-collared Longspur,2/22/2024
2940,Caroni,Sagebrush Sparrow,9/20/2015
2941,Arouca,Common Grackle,12/8/2021
2942,Burns Paiute,Pyrrhuloxia,7/18/2015
2943,Couva,Rock Ptarmigan,9/30/2021
2944,Arima,Varied Thrush,12/18/2017
2945,Karuk,Bank Swallow,6/10/2009
2946,Beaver Village,California Gnatcatcher,3/3/2010
2947,Dahlonega,Rusty Blackbird,9/30/2013
2948,Tacarigua,Hermit Thrush,1/14/2021
2949,Kaw,Varied Thrush,6/4/2022
2950,Tamana,Wood Thrush,6/10/2012
2951,Upatoi,California Gnatcatcher,8/4/2013
2952,Caroni,Smooth-billed Ani,1/25/2011
2953,Aripo ,Boat-tailed Grackle,12/30/2010
2954,Mayaro,Yellow-eyed Junco,9/13/2009
2955,Oropouche ,Acadian Flycatcher,10/4/2018
2956,Big Sandy Rancheria,Bohemian Waxwing,1/26/2013
2957,Oropouche ,Golden-crowned Sparrow,6/19/2016
2958,Paria,Rivoli's Hummingbird,12/23/2023
2959,Brotherton,Western Meadowlark,4/19/2015
2960,Ochillie,Rusty Blackbird,6/5/2016
2961,Ochillie,Wood Thrush,5/18/2020
2962,Kasigluk,Smooth-billed Ani,7/31/2010
2963,Acoma Pueblo,Swamp Sparrow,12/29/2008
2964,Arouca,Yellow-throated Warbler,6/15/2017
2965,Kasigluk,Violet-green Swallow,4/11/2009
2966,Arouca,California Gnatcatcher,9/26/2018
2967,Arima,Blackpoll Warbler,3/30/2020
2968,Guayaguayare,Costa's Hummingbird,4/29/2011
2969,Oropouche ,Swamp Sparrow,9/22/2014
2970,Nankipooh,Black-crested Titmouse,8/9/2009
2971,Schatulga,Rusty Blackbird,2/17/2023
2972,Bois Forte Band,Canyon Towhee,5/9/2018
2973,Arouca,Song Sparrow,5/24/2011
2974,Tacarigua,Bicknell's Thrush,12/31/2021
2975,Bishop Paiute,Virginia's Warbler,7/14/2020
2976,Birch Creek,Boreal Chickadee,1/20/2015
2977,Dahlonega,Purple Finch,2/11/2021
2978,Blackfeet,Allen's Hummingbird,6/28/2022
2979,Anvik Village,Yellow-throated Warbler,2/4/2008
2980,Birch Creek,Lincoln's Sparrow,11/10/2008
2981,Bad River,Connecticut Warbler,9/15/2011
2982,Beaver Village,Sprague's Pipit,9/18/2020
2983,Upatoi,Pyrrhuloxia,3/21/2014
2984,Guaico,Chestnut-collared Longspur,6/30/2013
2985,Chaguanas,Phainopepla,12/17/2018
2986,Guayaguayare,Nuttall's Woodpecker,10/17/2021
2987,Aripo ,Yellow-green Vireo,1/4/2014
2988,Bad River,Colima Warbler,2/14/2014
2989,Weracoba,Varied Thrush,2/14/2021
2990,Upatoi,Boat-tailed Grackle,5/20/2010
2991,Birch Creek,Yellow-throated Warbler,9/17/2011
2992,Cataula,Hoary Redpoll,8/8/2013
2993,Oropouche ,Rusty Blackbird,1/23/2011
2994,Caura,Cassia Crossbill,7/30/2020
2995,Weracoba,Rock Pigeon,6/22/2021
2996,Ochillie,Tricolored Blackbird,12/20/2013
2997,Blackfeet,Varied Thrush,3/15/2012
2998,Bishop Paiute,White-crowned Pigeon,11/22/2015
2999,Burns Paiute,Orchard Oriole,5/25/2008
3000,Tamana,American Robin,8/11/2018
3001,Kalispell,Pacific-slope Flycatcher,9/2/2018
3002,Bad River,Varied Thrush,9/2/2019
3003,Guayaguayare,Tricolored Blackbird,5/10/2021
3004,Kaw,Wood Thrush,10/19/2018
3005,Burns Paiute,Ruby-crowned Kinglet,10/7/2019
3006,Upatoi,Swamp Sparrow,6/6/2008
3007,Couva,Cliff Swallow,8/14/2019
3008,Bad River,Lincoln's Sparrow,12/2/2012
3009,Ochillie,Dark-eyed Junco,11/5/2009
3010,Burns Paiute,Cave Swallow,7/2/2013
3011,Paria,Bank Swallow,4/11/2022
3012,Big Sandy Rancheria,Mountain Bluebird,7/19/2019
3013,Kasigluk,Smooth-billed Ani,12/27/2018
3014,Toccoa,Sagebrush Sparrow,12/16/2013
3015,Brotherton,Lincoln's Sparrow,8/28/2014
3016,Tunapuna,Yellow-throated Warbler,9/16/2013
3017,Brotherton,Violet-green Swallow,3/28/2008
3018,Bad River,Yellow-green Vireo,1/19/2014
3019,Mayaro,Black-chinned Sparrow,12/4/2023
3020,Blackfeet,Wood Thrush,5/20/2019
3021,Birch Creek,White-crowned Pigeon,12/25/2016
3022,Arima,Smooth-billed Ani,4/25/2011
3023,Caroni,Hermit Warbler,2/14/2011
3024,Upatoi,Bank Swallow,11/7/2023
3025,Anvik Village,Orange-crowned Warbler,10/10/2012
3026,Bois Forte Band,Phainopepla,5/20/2009
3027,Guaico,Phainopepla,8/25/2022
3028,Blackfeet,Hoary Redpoll,8/17/2008
3029,Cataula,Varied Thrush,4/30/2023
3030,Karuk,California Gnatcatcher,11/1/2022
3031,Brotherton,Cave Swallow,9/10/2011
3032,Beaver Village,Varied Bunting,11/11/2021
3033,Ochillie,Yellow-eyed Junco,4/7/2008
3034,Toccoa,Lazuli Bunting,5/23/2009
3035,Paria,Hoary Redpoll,6/7/2014
3036,Blackfeet,Lesser Goldfinch,5/14/2015
3037,Oropouche ,Bohemian Waxwing,5/31/2008
3038,Tamana,Hooded Warbler,9/15/2020
3039,Upatoi,Colima Warbler,6/18/2018
3040,Birch Creek,Tricolored Blackbird,6/16/2014
3041,Tamana,Purple Martin,7/13/2009
3042,Kaw,Yellow-eyed Junco,12/9/2014
3043,Schatulga,Arctic Warbler,1/2/2018
3044,Beaver Village,Antillean Nighthawk,6/23/2019
3045,Guaico,Clay-colored Sparrow,6/10/2012
3046,Bois Forte Band,Yellow-eyed Junco,11/9/2017
3047,Tunapuna,Tricolored Blackbird,10/30/2022
3048,Upatoi,Smooth-billed Ani,1/10/2021
3049,Weracoba,Arctic Warbler,6/24/2012
3050,Arima,Golden-winged Warbler,5/2/2011
3051,Ochillie,Yellow-green Vireo,12/20/2010
3052,Bois Forte Band,Mountain Chickadee,6/20/2023
3053,Aripo ,Gray-cheeked Thrush,3/5/2020
3054,Tunapuna,Barn Swallow,7/25/2023
3055,Chaguanas,Lincoln's Sparrow,9/26/2022
3056,Anvik Village,Varied Thrush,5/16/2020
3057,Ochillie,Arctic Warbler,2/24/2020
3058,Acoma Pueblo,Gray-cheeked Thrush,6/23/2014
3059,Big Sandy Rancheria,Yellow-green Vireo,8/15/2013
3060,Couva,Allen's Hummingbird,4/17/2012
3061,Weracoba,Yellow-throated Warbler,1/20/2018
3062,Caroni,Varied Thrush,1/28/2020
3063,Oropouche ,Varied Thrush,8/23/2018
3064,Oropouche ,Eurasian Tree Sparrow,2/17/2018
3065,Tacarigua,Costa's Hummingbird,2/12/2016
3066,Bad River,Brown Jay,1/26/2009
3067,Caroni,Colima Warbler,7/5/2017
3068,Anvik Village,Varied Thrush,6/16/2012
3069,Mayaro,Bank Swallow,7/14/2023
3070,Mucurapo,Red-faced Warbler,12/31/2018
3071,Bishop Paiute,Scott's Oriole,2/19/2013
3072,Big Sandy Rancheria,Pacific Wren,7/28/2015
3073,Big Sandy Rancheria,Gray Kingbird,5/16/2021
3074,Mucurapo,Sagebrush Sparrow,4/29/2011
3075,Guaico,Hermit Thrush,6/3/2020
3076,Kaw,California Gnatcatcher,3/9/2023
3077,Dahlonega,Yellow-throated Warbler,5/31/2022
3078,Nankipooh,Pyrrhuloxia,2/3/2015
3079,Ochillie,Scott's Oriole,12/31/2021
3080,Carapichaima,Clay-colored Sparrow,5/21/2018
3081,Ochillie,Varied Thrush,12/5/2018
3082,Caura,Boat-tailed Grackle,1/17/2008
3083,Beaver Village,Wood Thrush,9/29/2022
3084,Anvik Village,Golden-crowned Sparrow,1/1/2016
3085,Ochillie,Yellow-throated Warbler,1/7/2021
3086,Kaw,Varied Thrush,2/17/2024
3087,Aripo ,Hoary Redpoll,12/8/2016
3088,Anvik Village,Pyrrhuloxia,10/23/2020
3089,Anvik Village,Arctic Warbler,4/3/2017
3090,Big Sandy Rancheria,California Gnatcatcher,11/23/2014
3091,Carapichaima,Orange-crowned Warbler,8/9/2017
3092,Kalispell,Smooth-billed Ani,4/7/2023
3093,Arouca,Connecticut Warbler,1/24/2015
3094,Karuk,Cave Swallow,10/29/2021
3095,Chaguanas,Orchard Oriole,6/29/2017
3096,Schatulga,Arctic Warbler,8/27/2018
3097,Chaguanas,Yellow-throated Warbler,2/11/2009
3098,Carapichaima,Chestnut-sided Warbler,4/11/2022
3099,Tunapuna,Clay-colored Sparrow,10/25/2022
3100,Dahlonega,Phainopepla,7/24/2021
3101,Couva,White-tailed Ptarmigan,10/26/2015
3102,Tamana,Hooded Warbler,6/29/2019
3103,Anvik Village,Rusty Blackbird,1/5/2023
3104,Bishop Paiute,Clay-colored Sparrow,2/10/2023
3105,Bad River,Bank Swallow,1/10/2010
3106,Mucurapo,Yellow-throated Warbler,11/16/2022
3107,Tacarigua,Pacific Wren,7/15/2015
3108,Aripo ,Worm-eating Warbler,9/27/2012
3109,Mayaro,Bicknell's Thrush,5/25/2021
3110,Kalispell,Varied Thrush,10/28/2023
3111,Aripo ,Red-naped Sapsucker,3/4/2024
3112,Aripo ,Black-backed Woodpecker,4/26/2022
3113,Tacarigua,Say's Phoebe,5/27/2024
3114,Bishop Paiute,Hammond's Flycatcher,2/16/2011
3115,Big Sandy Rancheria,Hermit Thrush,12/8/2023
3116,Dahlonega,Sprague's Pipit,11/8/2011
3117,Blackfeet,Cave Swallow,4/8/2013
3118,Arima,Song Sparrow,11/20/2012
3119,Brotherton,Yellow-breasted Chat,7/19/2013
3120,Cataula,Clay-colored Sparrow,3/8/2022
3121,Ochillie,Lapland Longspur,3/25/2018
3122,Couva,Lesser Goldfinch,5/12/2015
3123,Aripo ,Ruby-crowned Kinglet,3/26/2021
3124,Kasigluk,Clay-colored Sparrow,12/31/2019
3125,Mucurapo,Violet-green Swallow,5/20/2022
3126,Bad River,Golden-crowned Sparrow,11/9/2020
3127,Big Sandy Rancheria,Pyrrhuloxia,2/9/2024
3128,Brotherton,Lesser Goldfinch,6/11/2021
3129,Bishop Paiute,Cerulean Warbler,4/13/2012
3130,Brotherton,Bay-breasted Warbler,6/15/2016
3131,Oropouche ,Willow Flycatcher,11/25/2009
3132,Karuk,California Gnatcatcher,10/26/2016
3133,Beaver Village,Hooded Warbler,4/15/2014
3134,Upatoi,Mourning Warbler,12/9/2015
3135,Oropouche ,Red-eyed Vireo,11/18/2008
3136,Tacarigua,Rusty Blackbird,1/2/2014
3137,Arima,Arctic Warbler,9/3/2023
3138,Chaguanas,Hooded Warbler,2/7/2019
3139,Couva,Chestnut-collared Longspur,4/4/2015
3140,Bois Forte Band,California Gnatcatcher,1/20/2018
3141,Couva,Gray-headed Chickadee,4/23/2015
3142,Schatulga,Yellow-eyed Junco,7/30/2010
3143,Kalispell,Ruby-crowned Kinglet,10/9/2022
3144,Aripo ,Gray Catbird,9/27/2020
3145,Arouca,Boat-tailed Grackle,6/11/2022
3146,Beaver Village,Yellow-green Vireo,6/18/2016
3147,Kasigluk,Chestnut-collared Longspur,9/12/2016
3148,Mayaro,Hermit Thrush,1/12/2012
3149,Arouca,Sagebrush Sparrow,6/29/2018
3150,Arouca,Dickcissel,12/10/2012
3151,Paria,Sagebrush Sparrow,3/9/2022
3152,Mayaro,Virginia's Warbler,5/25/2020
3153,Burns Paiute,Hoary Redpoll,10/8/2014
3154,Kasigluk,Yellow-throated Warbler,11/11/2015
3155,Dahlonega,Hoary Redpoll,1/7/2016
3156,Guaico,White-tailed Ptarmigan,4/13/2008
3157,Dahlonega,Wood Thrush,8/28/2012
3158,Oropouche ,Chestnut-collared Longspur,5/8/2012
3159,Upatoi,Ruby-crowned Kinglet,5/17/2011
3160,Acoma Pueblo,Colima Warbler,3/23/2009
3161,Oropouche ,Sagebrush Sparrow,7/12/2012
3162,Dahlonega,Yellow-throated Warbler,4/28/2012
3163,Birch Creek,Varied Thrush,11/30/2015
3164,Bois Forte Band,Tree Swallow,5/3/2010
3165,Kasigluk,Pacific-slope Flycatcher,12/3/2010
3166,Bad River,Varied Bunting,7/2/2017
3167,Bishop Paiute,Hoary Redpoll,12/28/2017
3168,Birch Creek,Hermit Thrush,3/13/2012
3169,Karuk,Song Sparrow,11/3/2011
3170,Caroni,Dark-eyed Junco,2/5/2008
3171,Dahlonega,Hoary Redpoll,6/15/2022
3172,Nankipooh,Lesser Goldfinch,1/11/2010
3173,Anvik Village,Hermit Thrush,10/22/2013
3174,Arima,Brown Jay,7/14/2013
3175,Carapichaima,Rusty Blackbird,7/29/2008
3176,Kaw,Black-capped Chickadee,8/18/2010
3177,Arouca,Western Bluebird,6/25/2019
3178,Upatoi,California Gnatcatcher,7/28/2016
3179,Nankipooh,Kirtland's Warbler,1/29/2013
3180,Acoma Pueblo,Mississippi Kite,10/17/2019
3181,Kaw,Yellow-headed Blackbird,1/27/2020
3182,Nankipooh,Gray-crowned Rosy-Finch,4/12/2022
3183,Aripo ,Orchard Oriole,9/28/2014
3184,Tacarigua,Clay-colored Sparrow,1/16/2023
3185,Toccoa,Morelet's Seedeater,2/16/2017
3186,Caura,Clay-colored Sparrow,9/20/2011
3187,Caura,Prairie Warbler,5/25/2019
3188,Mucurapo,White-breasted Nuthatch,8/14/2019
3189,Guayaguayare,Lincoln's Sparrow,10/3/2023
3190,Tamana,Bank Swallow,9/1/2018
3191,Big Sandy Rancheria,Smooth-billed Ani,11/8/2023
3192,Beaver Village,Swamp Sparrow,10/6/2011
3193,Kaw,Willow Flycatcher,11/13/2020
3194,Arouca,Eurasian Tree Sparrow,11/29/2016
3195,Dahlonega,Cassia Crossbill,10/27/2009
3196,Caroni,LeConte's Sparrow,1/27/2018
3197,Couva,Rusty Blackbird,6/21/2009
3198,Aripo ,Olive Sparrow,11/22/2021
3199,Schatulga,Chestnut-sided Warbler,5/26/2017
3200,Tamana,Black-throated Blue Warbler,10/15/2013
3201,Blackfeet,Thick-billed Kingbird,12/15/2008
3202,Tunapuna,California Gnatcatcher,5/20/2015
3203,Caura,Broad-tailed Hummingbird,3/13/2013
3204,Kaw,Clay-colored Sparrow,9/16/2014
3205,Mayaro,Bobolink,7/31/2008
3206,Oropouche ,Brown Jay,12/9/2022
3207,Tamana,Kentucky Warbler,11/28/2018
3208,Brotherton,Black-chinned Sparrow,10/14/2023
3209,Karuk,Gray Flycatcher,10/29/2014
3210,Dahlonega,Boat-tailed Grackle,6/18/2008
3211,Mucurapo,Bell's Vireo,9/29/2017
3212,Caroni,Common Grackle,11/14/2022
3213,Weracoba,Orange-crowned Warbler,5/24/2020
3214,Toccoa,Arctic Warbler,4/1/2009
3215,Ochillie,Smooth-billed Ani,8/30/2020
3216,Dahlonega,Bay-breasted Warbler,1/15/2009
3217,Schatulga,Brown-headed Cowbird,2/16/2014
3218,Blackfeet,Boat-tailed Grackle,8/30/2021
3219,Cataula,American Three-toed Woodpecker,10/30/2011
3220,Tunapuna,Hermit Thrush,11/5/2009
3221,Tacarigua,Ruby-crowned Kinglet,5/20/2023
3222,Caura,Yellow-green Vireo,4/7/2008
3223,Nankipooh,Bohemian Waxwing,7/6/2018
3224,Mayaro,Clay-colored Sparrow,3/29/2024
3225,Mucurapo,Yellow-eyed Junco,11/15/2008
3226,Kasigluk,Bicknell's Thrush,5/16/2014
3227,Kasigluk,Pyrrhuloxia,7/30/2011
3228,Paria,Clay-colored Sparrow,3/14/2017
3229,Kaw,Yellow-eyed Junco,7/27/2009
3230,Birch Creek,Clay-colored Sparrow,3/20/2010
3231,Schatulga,Tricolored Blackbird,1/22/2023
3232,Carapichaima,Bank Swallow,12/4/2010
3233,Beaver Village,Eurasian Tree Sparrow,4/4/2023
3234,Chaguanas,Yellow-eyed Junco,1/17/2014
3235,Oropouche ,Yellow-green Vireo,7/5/2022
3236,Couva,Varied Thrush,4/14/2023
3237,Mucurapo,Yellow-throated Warbler,10/11/2009
3238,Chaguanas,Orchard Oriole,7/27/2010
3239,Caura,Yellow-breasted Chat,6/26/2008
3240,Kaw,Say's Phoebe,1/12/2011
3241,Upatoi,California Condor,11/25/2017
3242,Carapichaima,Phainopepla,8/5/2011
3243,Arima,Varied Thrush,1/8/2016
3244,Tunapuna,Arctic Warbler,2/25/2011
3245,Mayaro,Yellow-throated Warbler,7/4/2014
3246,Arima,Ruby-crowned Kinglet,2/11/2018
3247,Karuk,Ruby-crowned Kinglet,6/7/2009
3248,Beaver Village,Swamp Sparrow,7/11/2017
3249,Dahlonega,Black-chinned Hummingbird,2/23/2010
3250,Acoma Pueblo,Smooth-billed Ani,11/2/2017
3251,Acoma Pueblo,Varied Thrush,1/7/2012
3252,Mucurapo,Rufous Hummingbird,11/12/2018
3253,Schatulga,Song Sparrow,8/4/2015
3254,Acoma Pueblo,Pacific-slope Flycatcher,6/17/2021
3255,Upatoi,Chestnut-sided Warbler,7/13/2022
3256,Tunapuna,Philadelphia Vireo,10/16/2013
3257,Burns Paiute,Black-throated Blue Warbler,12/15/2015
3258,Brotherton,Olive-sided Flycatcher,3/5/2012
3259,Big Sandy Rancheria,Yellow-eyed Junco,5/19/2018
3260,Beaver Village,Hooded Oriole,5/21/2023
3261,Anvik Village,Chestnut-collared Longspur,5/21/2020
3262,Paria,Bank Swallow,1/11/2019
3263,Chaguanas,Phainopepla,1/11/2020
3264,Burns Paiute,Lazuli Bunting,8/6/2021
3265,Nankipooh,Pacific Wren,5/16/2015
3266,Kasigluk,Vaux's Swift,5/22/2022
3267,Big Sandy Rancheria,Northern Mockingbird,12/2/2021
3268,Nankipooh,Varied Thrush,2/17/2017
3269,Paria,Pacific Wren,11/3/2015
3270,Acoma Pueblo,Bachman's Sparrow,4/5/2016
3271,Dahlonega,Pyrrhuloxia,3/22/2016
3272,Nankipooh,Bohemian Waxwing,6/15/2008
3273,Arima,Sagebrush Sparrow,11/23/2014
3274,Mayaro,Yellow-throated Warbler,4/1/2020
3275,Anvik Village,California Gnatcatcher,11/28/2018
3276,Beaver Village,Sagebrush Sparrow,11/13/2017
3277,Mucurapo,Canyon Towhee,9/17/2014
3278,Arouca,Pine Siskin,6/28/2016
3279,Toccoa,Sagebrush Sparrow,7/30/2010
3280,Mucurapo,Arctic Warbler,7/16/2018
3281,Toccoa,Black-chinned Sparrow,7/2/2021
3282,Ochillie,Orchard Oriole,9/18/2015
3283,Dahlonega,Clay-colored Sparrow,10/25/2009
3284,Chaguanas,Pine Siskin,7/21/2011
3285,Upatoi,Varied Thrush,7/31/2021
3286,Caroni,Black-chinned Hummingbird,7/16/2011
3287,Mucurapo,Red-faced Warbler,4/12/2011
3288,Anvik Village,California Gnatcatcher,9/25/2009
3289,Karuk,Gray Catbird,1/16/2019
3290,Kalispell,Yellow-eyed Junco,9/30/2018
3291,Carapichaima,Cliff Swallow,10/30/2023
3292,Acoma Pueblo,Gray Kingbird,10/11/2019
3293,Mucurapo,Chestnut-collared Longspur,4/15/2012
3294,Aripo ,Rock Ptarmigan,7/2/2019
3295,Kalispell,Fish Crow,5/11/2013
3296,Tacarigua,California Gnatcatcher,4/28/2022
3297,Upatoi,Red-faced Warbler,9/20/2012
3298,Bois Forte Band,Rusty Blackbird,2/23/2019
3299,Acoma Pueblo,Ruby-crowned Kinglet,9/28/2021
3300,Tamana,Dark-eyed Junco,7/11/2011
3301,Upatoi,Olive-sided Flycatcher,12/1/2018
3302,Tacarigua,Bay-breasted Warbler,3/9/2019
3303,Kasigluk,Song Sparrow,12/4/2014
3304,Carapichaima,Varied Bunting,4/9/2008
3305,Tunapuna,Chestnut-collared Longspur,10/3/2012
3306,Arouca,Pacific Wren,11/8/2019
3307,Paria,Black-chinned Sparrow,9/30/2010
3308,Tacarigua,Canyon Towhee,1/18/2018
3309,Chaguanas,Boat-tailed Grackle,11/30/2009
3310,Burns Paiute,Boat-tailed Grackle,1/24/2016
3311,Bad River,Willow Flycatcher,8/21/2023
3312,Kaw,Western Bluebird,10/18/2017
3313,Guayaguayare,Arctic Warbler,1/22/2018
3314,Weracoba,Alder Flycatcher,4/3/2017
3315,Anvik Village,Red-faced Warbler,10/1/2009
3316,Big Sandy Rancheria,Yellow-headed Blackbird,2/22/2010
3317,Bad River,Sagebrush Sparrow,11/10/2012
3318,Acoma Pueblo,Pyrrhuloxia,3/31/2013
3319,Toccoa,Clay-colored Sparrow,3/15/2015
3320,Aripo ,Varied Thrush,8/15/2020
3321,Birch Creek,Lark Sparrow,7/16/2009
3322,Bad River,Willow Flycatcher,1/10/2016
3323,Kasigluk,Virginia's Warbler,12/3/2011
3324,Karuk,Song Sparrow,2/3/2011
3325,Big Sandy Rancheria,Black-chinned Hummingbird,3/11/2013
3326,Birch Creek,Bicknell's Thrush,12/10/2013
3327,Guaico,Tricolored Blackbird,11/4/2017
3328,Kaw,Lincoln's Sparrow,2/10/2011
3329,Big Sandy Rancheria,Tricolored Blackbird,6/15/2016
3330,Bois Forte Band,Tricolored Blackbird,7/22/2008
3331,Carapichaima,Varied Thrush,9/4/2019
3332,Mucurapo,Chestnut-collared Longspur,7/23/2014
3333,Anvik Village,California Gnatcatcher,4/16/2023
3334,Caura,Dickcissel,11/25/2018
3335,Acoma Pueblo,Hoary Redpoll,7/29/2013
3336,Cataula,Tricolored Blackbird,1/9/2016
3337,Kaw,Chestnut-sided Warbler,8/30/2022
3338,Brotherton,Pine Warbler,9/23/2021
3339,Tunapuna,Sagebrush Sparrow,3/14/2015
3340,Burns Paiute,Tricolored Blackbird,2/21/2015
3341,Birch Creek,Orchard Oriole,12/14/2015
3342,Cataula,Varied Thrush,3/12/2011
3343,Brotherton,Purple Finch,6/28/2009
3344,Caura,Hoary Redpoll,3/15/2019
3345,Brotherton,Cave Swallow,10/27/2018
3346,Dahlonega,Phainopepla,4/12/2024
3347,Mayaro,Prothonotary Warbler,10/28/2016
3348,Cataula,Sagebrush Sparrow,12/4/2015
3349,Oropouche ,Varied Thrush,11/12/2016
3350,Guayaguayare,Red-faced Warbler,12/21/2013
3351,Kaw,Willow Ptarmigan,1/11/2017
3352,Kaw,Lincoln's Sparrow,9/2/2013
3353,Arouca,Smooth-billed Ani,1/2/2016
3354,Guayaguayare,Olive-sided Flycatcher,4/10/2016
3355,Dahlonega,American Tree Sparrow,9/29/2016
3356,Nankipooh,Red-faced Warbler,7/15/2018
3357,Kalispell,Clay-colored Sparrow,9/28/2021
3358,Toccoa,Boat-tailed Grackle,9/12/2019
3359,Cataula,Tricolored Blackbird,1/16/2008
3360,Karuk,California Gnatcatcher,2/16/2013
3361,Upatoi,American Tree Sparrow,12/7/2021
3362,Acoma Pueblo,Black-chinned Sparrow,3/19/2020
3363,Dahlonega,Hermit Thrush,3/17/2019
3364,Couva,Pygmy Nuthatch,8/14/2013
3365,Upatoi,Pacific Wren,11/7/2018
3366,Arima,White-breasted Nuthatch,10/24/2009
3367,Chaguanas,Phainopepla,11/14/2021
3368,Karuk,Yellow-throated Warbler,11/18/2014
3369,Big Sandy Rancheria,California Gnatcatcher,12/13/2023
3370,Carapichaima,Gray Kingbird,1/29/2011
3371,Ochillie,Gray Flycatcher,11/20/2009
3372,Mayaro,Yellow-throated Warbler,10/14/2022
3373,Tacarigua,Cave Swallow,3/2/2008
3374,Tamana,Orange-crowned Warbler,4/2/2009
3375,Toccoa,Pine Warbler,1/22/2019
3376,Karuk,Morelet's Seedeater,1/18/2020
3377,Carapichaima,Rusty Blackbird,10/21/2008
3378,Caura,Yellow-throated Warbler,3/20/2009
3379,Tacarigua,Swamp Sparrow,2/27/2017
3380,Dahlonega,Worm-eating Warbler,2/7/2024
3381,Chaguanas,Hoary Redpoll,8/25/2016
3382,Guaico,Wood Thrush,1/20/2020
3383,Guaico,Swamp Sparrow,6/14/2010
3384,Paria,Bay-breasted Warbler,9/2/2008
3385,Tacarigua,Wood Thrush,9/16/2020
3386,Bad River,Yellow-throated Warbler,5/28/2023
3387,Toccoa,Brown-crested Flycatcher,9/26/2020
3388,Nankipooh,Bank Swallow,4/13/2008
3389,Guaico,Common Yellowthroat,3/7/2012
3390,Tamana,Smooth-billed Ani,3/25/2018
3391,Kaw,Olive Warbler,3/23/2008
3392,Aripo ,Rusty Blackbird,6/6/2011
3393,Brotherton,Clay-colored Sparrow,4/25/2018
3394,Arouca,Varied Bunting,11/10/2011
3395,Bois Forte Band,Yellow-throated Warbler,9/12/2015
3396,Guayaguayare,Chuck-will's-widow,7/4/2020
3397,Big Sandy Rancheria,Varied Bunting,11/28/2022
3398,Bishop Paiute,Common Grackle,11/11/2014
3399,Chaguanas,Anna's Hummingbird,2/19/2011
3400,Anvik Village,Sagebrush Sparrow,9/30/2016
3401,Bishop Paiute,Bank Swallow,5/1/2009
3402,Mucurapo,Red-naped Sapsucker,7/8/2022
3403,Dahlonega,Allen's Hummingbird,11/23/2019
3404,Arouca,Eastern Towhee,4/2/2023
3405,Arima,Hermit Thrush,5/17/2010
3406,Brotherton,California Gnatcatcher,8/18/2023
3407,Mucurapo,Orange-crowned Warbler,6/4/2022
3408,Bois Forte Band,Lesser Goldfinch,4/12/2012
